id,IATA,en-GB,latitude,longitude,vibes
128668812,LUW,Banggai (Luwuk) (LUW),-0.933333,122.783333,null
95674057,LUX,Luxembourg (LUX),49.6288793,6.2147231,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052429,LUY,Lushoto (LUY),-4.8,38.333333,null
128667945,LUZ,Lublin (LUZ),51.231944,22.690278,null
129056128,LVA,Laval (LVA),48.066667,-0.766667,null
129054529,LVB,Livramento (LVB),-13.655556,-41.838889,null
129057982,LVD,Lime Village (LVD),61.35,-155.466667,null
99539661,LVI,Livingstone (LVI),-17.821262,25.822678,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}"
129054017,LVK,Livermore (LVK),37.693889,-121.817222,null
129052611,LVL,Lawrenceville (LVL),36.75,-77.833333,null
129056982,LVM,Livingston (LVM),45.6991,-110.44881,null
129052806,LVO,Laverton (LVO),-28.633333,122.366667,null
129054374,LVP,Lavan (LVP),26.810278,53.356111,null
205155745,LVR,Lucas do Rio Verde (LVR),-13.037222,-55.942222,null
129055126,LVS,Las Vegas (LVS),35.6,-105.216667,null
129053589,LWA,Lwbak (LWA),17.35,121.183333,null
95674249,LWB,Lewisburg (LWB),37.859722,-80.398611,null
129056984,LWC,Lawrence (LWC),39.009167,-95.2175,null
128668813,LWE,Lewoleba (LWE),-8.5,123.366667,null
129056223,LWH,Lawn Hill (LWH),-18.583333,138.583333,null
129052428,LWI,Lowai (LWI),-6.316667,146.583333,null
128667880,LWK,Sumburgh Lerwick / Tingwall (LWK),60.191944,-1.243611,null
129056127,LWL,Wells (LWL),41.116667,-114.966667,null
129054528,LWM,Lawrence (LWM),42.7175,-71.1225,null
129053642,LWN,Gyoumri (LWN),40.751667,43.86,null
95673633,LWO,Lviv (LWO),49.8125,23.956111,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129057981,LWR,Leeuwarden (LWR),53.25,5.8,null
104120340,LWS,Lewiston-Nez Perce County (LWS),46.3728,-117.0168,null
129054016,LWT,Lewistown (LWT),47.052581,-109.465714,null
129057077,LWV,Lawrenceville (LWV),38.76421,-87.6053,null
128667122,LWY,Lawas (LWY),4.916667,115.416667,null
128667109,LXA,Lhasa Gonggar (LXA),29.297778,90.911944,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128667229,LXG,Luang Namtha (LXG),21.05,101.466667,null
129057078,LXI,Linxi (LXI),43.6,118.033333,null
129056981,LXN,Lexington (LXN),40.78899,-99.772511,null
128668814,LXR,Luxor (LXR),25.673056,32.7075,null
128668689,LXS,Lemnos (LXS),39.925450796526974,25.233644092960446,null
129054373,LXU,Lukulu (LXU),-14.416667,23.2,null
129055125,LXV,Leadville (LXV),39.220278,-106.316111,null
128668815,LYA,Luoyang (LYA),34.683333,112.466667,null
128667785,LYB,Edward Bodden (LYB),19.660283871517656,-80.08962901813753,null
95674286,LYC,Lycksele (LYC),64.533333,18.716667,null
128668816,LYG,Lianyungang (LYG),34.666667,119.183333,null
95674248,LYH,Lynchburg (LYH),37.326944,-79.201111,null
128667564,LYI,Linyi (LYI),35.066667,118.366667,null
129056222,LYK,Lunyuk (LYK),-9,117.266667,null
129053588,LYN,Lyon Bron (LYN),45.730833,4.943333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052192,LYO,Lyon (LYO),38.345022,-98.227215,null
128667943,LYP,Faisalabad (LYP),31.369167,72.998056,null
104120374,LYR,Longyearbyen (LYR),78.246111,15.465556,null
95673757,LYS,Lyon (LYS),45.725556,5.081667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129054527,LYT,Lady Elliot Island (LYT),-24.116667,152.7,null
129057980,LYU,Ely (LYU),47.823889,-91.829167,null
128668818,LYX,Lydd (LYX),50.95,0.933333,null
129054015,LZA,Luiza (LZA),-7.666667,22.5,null
128668239,LZC,Lazaro Cardenas (LZC),18,-102.216667,null
129056126,LZD,Lanzhoudong (LZD),36.1,103.683333,null
218517837,LZG,Langzhong Gucheng (LZG),31.50415578640089,106.03432662969021,null
128667108,LZH,Liuzhou (LZH),24.2075,109.391,null
129057076,LZI,Luozi (LZI),-4.9,14,null
129052609,LZM,Luzamba (LZM),-9.05,18.083333,null
129053401,LZN,Nangan (LZN),26.159444,119.958333,null
128667228,LZO,Luzhou (LZO),28.883333,105.35,null
129056980,LZR,Lizard Island (LZR),-14.666667,145.466667,null
204182193,LZU,Lawrenceville (LZU),33.978011,-83.962343,null
128668782,LZY,Lin Zhi (LZY),29.3033,94.3353,null
95673361,MAA,Chennai (MAA),12.993333,80.176944,null
95674130,MAB,Maraba (MAB),-5.366667,-49.166667,null
129054372,MAC,Macon Smart (MAC),32.833333,-83.633333,null
95565077,MAD,Madrid (MAD),40.490384,-3.5921839,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129055124,MAE,Madera (MAE),36.98754,-120.110993,null
95674224,MAF,Midland International (MAF),31.940833,-102.201389,null
128668819,MAG,Madang (MAG),-5.209167,145.781667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
104120218,MAH,Menorca (MAH),39.861389,4.215278,null
129053587,MAI,Mangochi (MAI),-14.5,35.25,null
128668817,MAJ,Amata Kabua International (MAJ),7.063611,171.270278,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129056221,MAK,Malakal (MAK),9.555556,31.644444,null
129052887,MAL,Mangole (MAL),-1.833333,125.916667,null
128668688,MAM,Matamoros (MAM),25.770278,-97.523611,null
95673540,MAN,Manchester (MAN),53.358812,-2.272687,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95674366,MAO,Manaus (MAO),-3.033333,-60.05,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
129052191,MAP,Mamai (MAP),-10.333333,149.5,null
95674405,MAQ,Mae Sot (Tak) (MAQ),16.666667,98.583333,null
128668820,MAR,Maracaibo (MAR),10.566667,-71.733333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128668821,MAS,Momote (MAS),-2.056667,147.424444,null
129056125,MAT,Matadi (MAT),-5.798333,13.441667,null
128667563,MAU,Maupiti (MAU),-16.42634409074446,-152.24240636441766,null
129054526,MAV,Maloelap Island (MAV),8.7087041800951,171.23337991534223,null
129057979,MAW,Malden (MAW),36.605556,-89.988889,null
129054014,MAX,Matam (MAX),15.593056,-13.323611,null
129055509,MAY,Mangrove Cay (MAY),24.289722,-77.680278,null
128667941,MAZ,Mayaguez (MAZ),18.257778,-67.148889,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
95673595,MBA,Mombasa (MBA),-4.031389,39.593056,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
129057075,MBB,Marble Bar (MBB),-21.25,119.583333,null
129052608,MBC,Mbigou (MBC),-2,12,null
129056979,MBD,Mmabatho (MBD),-25.798333,25.548056,null
128668823,MBE,Monbetsu (MBE),44.266667,143.383333,null
129054371,MBF,Mount Buffalo (MBF),-36.75,146.75,null
129055123,MBG,Mobridge (MBG),45.54999,-100.40041,null
129053586,MBH,Maryborough (MBH),-25.516667,152.713333,null
128668237,MBI,Mbeya (MBI),-8.914722,33.461944,null
99539667,MBJ,Montego Bay (MBJ),18.501944,-77.9125,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052190,MBK,Matupa (MBK),-10.0575,-54.932778,null
129052150,MBL,Manistee (MBL),44.273889,-86.253333,null
129056124,MBM,Mkambati (MBM),-31.283333,29.966667,null
129054525,MBN,Mt Barnett (MBN),-15,125,null
129057978,MBO,Mamburao (MBO),13.211389,120.603333,null
129054013,MBP,Moyobamba (MBP),-6.2,-77.166667,null
129057074,MBQ,Mbarara (MBQ),-0.616667,30.65,null
129052884,MBR,Mbout (MBR),16.033333,-12.583333,null
128667107,MBS,Midland (MBS),43.533333,-84.083333,null
128667227,MBT,Masbate (MBT),12.36937,123.62924,null
129056978,MBU,Mbambanakira (MBU),-9.74706,159.83976,null
129056220,MBV,Masa (MBV),-6.35,147.633333,null
129054370,MBW,Moorabbin (MBW),-37.98,145.0975,null
129052886,MBX,Maribor (MBX),46.479,15.686,null
129055122,MBY,Moberly (MBY),39.463889,-92.426667,null
129053585,MBZ,Maues (MBZ),-3.4,-57.7,null
129056219,MCA,Macenta (MCA),8.53333,-9.46667,null
129052189,MCB,Mccomb (MCB),31.175556,-90.469444,null
129052418,MCC,Sacramento Mcclellan AFB (MCC),38.676222,-121.405944,null
129056123,MCD,Mackinac Island (MCD),45.866667,-84.633333,null
95673770,MCE,Merced Municipal Arpt (MCE),37.284722,-120.512778,null
129054524,MCF,Tampa Mac Dill AFB (MCF),27.84934,-82.52121,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128668824,MCG,Mcgrath (MCG),62.97875,-155.657639,null
129057977,MCH,Machala (MCH),-3.266667,-79.983333,null
95673788,MCI,Kansas City International (MCI),39.292778,-94.726667,null
129054012,MCJ,Maicao (MCJ),11.391667,-72.241667,null
128667784,MCK,Mccook (MCK),40.210081,-100.59288,null
129057073,MCL,Mt Mckinley (MCL),63.875972,-149.006389,null
128668825,MCN,Macon Lewis B Wilson (MCN),32.695556,-83.647778,null
95674009,MCO,Orlando International (MCO),28.432166,-81.324921,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95673859,MCP,Macapa (MCP),0.05,-51.066667,null
129056977,MCR,Melchor De Menco (MCR),17.0686092,-89.1522217,null
129054369,MCS,Monte Caseros (MCS),-30.270833,-57.641111,null
104120234,MCT,Muscat (MCT),23.591667,58.279167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
129055121,MCU,Montlucon Gueret (MCU),46.22264,2.36396,null
128667783,MCV,Mcarthur River (MCV),-16.466667,136.095,null
128668826,MCW,Mason City (MCW),43.156944,-93.329444,null
128668827,MCX,Makhachkala (MCX),42.816822,47.652294,null
95673553,MCY,Sunshine Coast (MCY),-26.604167,153.09,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95673554,MCZ,Maceio (MCZ),-9.515278,-35.795833,null
129057728,MDA,San Antonio Martindale AAF (MDA),29.416667,-98.5,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052883,MDB,Melinda (MDB),16.998611,-88.320556,null
104120381,MDC,Manado (MDC),1.549444,124.925833,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129053584,MDD,Midland Airpark (MDD),32.03568,-102.10236,null
95673419,MDE,Medellin Jose Maria Cordova (MDE),6.164444,-75.423056,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129056218,MDF,Medford (MDF),45.09941,-90.3057,null
128667939,MDG,Mudanjiang (MDG),44.583333,129.6,null
129052188,MDH,Carbondale (MDH),37.781389,-89.246944,null
129056122,MDI,Makurdi (MDI),7.75,8.533333,null
129054523,MDJ,Madras (MDJ),44.812306,-121.281,null
129052149,MDK,Mbandaka (MDK),0.023333,18.292222,null
99539634,MDL,Mandalay (MDL),21.702222,95.978056,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129057976,MDM,Munduku (MDM),-4.633333,143.45,null
129054011,MDN,Madison (MDN),38.76061,-85.46135,null
129057072,MDO,Middleton Island (MDO),59.453056,-146.3,null
129052882,MDP,Mindiptana (MDP),-5.833333,140.833333,null
95673708,MDQ,Mar Del Plata (MDQ),-37.934722,-57.572222,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
193676680,MDR,Musiara (MDR),-1.29928,35.059631,null
129054368,MDS,Middle Caicos (MDS),21.783333,-71.716667,null
95673666,MDT,Harrisburg International (MDT),40.193056,-76.762222,null
128667972,MDU,Mendi (MDU),-6.158611,143.65,null
129055120,MDV,Medouneu (MDV),0.95,10.783333,null
95673391,MDW,Chicago Midway (MDW),41.785,-87.751944,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129053583,MDX,Mercedes (MDX),-29.167222,-58.075556,null
104120233,MDZ,Mendoza (MDZ),-32.831944,-68.784722,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
95673820,MEA,Macae (MEA),-22.35,-41.8,null
95673365,MEB,Melbourne Essendon (MEB),-37.72806,144.90194,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
128668828,MEC,Manta (MEC),-0.95,-80.683333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128668235,MED,Madinah (MED),24.545,39.721111,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129055571,MEE,La Roche (MEE),-21.477628916807518,168.03654510000004,null
129056217,MEF,Melfi (MEF),11.05,17.95,null
128667106,MEG,Malange (MEG),-9.533333,16.333333,null
128667226,MEH,Mehamn (MEH),71.033333,27.833333,null
128667562,MEI,Meridian (MEI),32.337222,-88.749167,null
129056121,MEJ,Meadville (MEJ),41.633333,-80.166667,null
129054522,MEK,Meknes Mezergue (MEK),33.872767,-5.518398,null
95673364,MEL,Melbourne Tullamarine (MEL),-37.67333,144.84333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
95673651,MEM,Memphis International (MEM),35.049722,-89.978889,null
129057975,MEN,Mende (MEN),44.5,3.533333,null
129052187,MEO,Manteo (MEO),35.919167,-75.695278,null
129054010,MEP,Mersing (MEP),2.416667,103.833333,null
128668829,MEQ,Meulaboh (MEQ),4.15,96.116667,null
129057071,MER,Merced Castle AFB (MER),37.379024,-120.566626,null
129052881,MET,Moreton (MET),-12.4442,142.638,null
129054154,MEU,Monte Dourado (MEU),-0.883333,-52.583333,null
129054367,MEV,Minden (MEV),39,-119.75,null
129055119,MEW,Mweka (MEW),-4.85,21.566667,null
95673321,MEX,Mexico City Juarez International (MEX),19.4360661,-99.0718976,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129053582,MEY,Meghauli (MEY),27.576389,84.231389,null
129056216,MEZ,Messina (MEZ),-22.366667,29.833333,null
129056975,MFA,Mafia Island (MFA),-7.911681284621832,39.66391366791547,null
129052186,MFB,Monfort (MFB),0.616667,-69.75,null
129056120,MFC,Mafeteng (MFC),-29.75,27.3,null
129054521,MFD,Mansfield (MFD),40.82,-82.512778,null
95673745,MFE,Mcallen (MFE),26.175833,-98.238611,null
129057974,MFF,Moanda (MFF),-1.536944,13.270833,null
129054009,MFG,Muzaffarabad (MFG),34.366667,73.466667,null
129057070,MFH,Mesquite (MFH),36.836111,-114.058611,null
129052880,MFI,Marshfield (MFI),44.633889,-90.186667,null
129056974,MFJ,Moala (MFJ),-18.566667,179.933333,null
129054157,MFK,Matsu (MFK),26.2242,120.003,null
129054366,MFL,Mount Full Stop (MFL),-19.666667,144.9,null
95673345,MFM,Macau (MFM),22.149444,113.591667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129055118,MFN,Milford Sound (MFN),-44.669444,167.911111,null
129053581,MFO,Manguna (MFO),-5.566667,151.783333,null
129056215,MFP,Manners Creek (MFP),-22.1,137.983333,null
129052185,MFQ,Maradi (MFQ),13.5025,7.125278,null
95674295,MFR,Medford (MFR),42.373611,-122.872222,null
129056119,MFS,Miraflores (MFS),5.166667,-73.25,null
129054520,MFT,Machu Picchu (MFT),-13.116667,-72.566667,null
128668686,MFU,Mfuwe (MFU),-13.266667,31.933334,null
129054008,MFV,Melfa (MFV),37.647879,-75.760946,null
129057069,MFW,Magaruque (MFW),-21.972222,35.591667,null
129052879,MFX,Meribel (MFX),45.416667,6.566667,null
129056973,MFY,Mayfa'ah (MFY),13.666667,46.008333,null
129054365,MFZ,Mesalia (MFZ),-6.133333,149.116667,null
95673543,MGA,Managua (MGA),12.141111,-86.168611,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
128668830,MGB,Mount Gambier (MGB),-37.754167,140.780556,null
129055117,MGC,Michigan City (MGC),41.704319,-86.82375,null
129053580,MGD,Magdalena (MGD),-13.325278,-64.124722,null
129056214,MGE,Marietta Dobbins AFB (MGE),33.916667,-84.516667,null
95673762,MGF,Regional De Maringa (MGF),-23.383611,-51.933333,null
129054519,MGG,Margarima (MGG),-6.033333,143.366667,null
129055580,MGH,Margate (MGH),-30.85741,30.34302,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129057068,MGI,Matagorda Island (MGI),28.25,-96.5,null
129052878,MGJ,Montgomery (MGJ),41.516667,-74.266667,null
129056972,MGK,Mong Ton (MGK),20.283333,98.9,null
129054364,MGL,Dusseldorf Monchengladbach (MGL),51.230278,6.504444,null
128667334,MGM,Montgomery Dannelly Fld (MGM),32.3,-86.391111,null
129055116,MGN,Magangue (MGN),9.288056,-74.845,null
129057972,MGO,Manega (MGO),-1.733333,10.216667,null
129052184,MGP,Manga (MGP),-4.033333,152.966667,null
128667782,MGQ,Mogadishu (MGQ),2.013333,45.313333,null
129053579,MGR,Moultrie Thomasville (MGR),31.08631,-83.80643,null
128668831,MGS,Auau (MGS),-21.8957481515822,-157.90679160386208,null
128667561,MGT,Milingimbi (MGT),-12.096667,134.890278,null
129056213,MGU,Manaung (MGU),18.958333,93.738889,null
129056118,MGV,Margaret River Station (MGV),-18.616667,126.866667,null
95673880,MGW,Morgantown (MGW),39.642778,-79.915833,null
129052183,MGX,Moabi (MGX),-2.25,11,null
129056117,MGY,Dayton Montgomery County (MGY),39.933333,-84.254444,null
128667484,MGZ,Myeik (MGZ),12.45,98.616667,null
129054518,MHA,Mahdia (MHA),5.25,-59.15,null
129057971,MHB,Auckland Mechanics Bay (MHB),-36.845,174.784722,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
154088923,MHC,Mocopulli (MHC),-42.340389,-73.715667,null
128667938,MHD,Mashhad (MHD),36.236667,59.641667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129057067,MHE,Mitchell (MHE),43.775278,-98.038056,null
129052877,MHF,Morichal (MHF),2.15,-70.583333,null
129052885,MHG,Mannheim (MHG),49.472706,8.514264,null
128668832,MHH,Marsh Harbour (MHH),26.511111,-77.084722,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129056971,MHI,Musha (MHI),11,43,null
95674172,MHK,Manhattan (MHK),39.142222,-96.668889,null
129055115,MHL,Marshall (MHL),39.116667,-93.2,null
222501497,MHM,Manaoba (MHM),-8.322038195211107,160.79629701591873,null
129056212,MHN,Mullen (MHN),42.05,-101.016668,null
129056116,MHO,Mount House (MHO),-17.133333,125.766667,null
129055507,MHP,Minsk International 1 (MHP),53.85,27.55,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
104120280,MHQ,Mariehamn (MHQ),60.123333,19.896667,null
129054517,MHR,Sacramento Mather AFB (MHR),38.553889,-121.2975,null
129057970,MHS,Mount Shasta (MHS),41.316667,-122.316667,null
95673681,MHT,Manchester (MHT),42.938333,-71.438889,null
128668233,MHU,Mount Hotham (MHU),-36.966667,147.183333,null
129054005,MHV,Mojave (MHV),35.066667,-118.15,null
129057066,MHW,Monteagudo (MHW),-19.8325,-63.966667,null
129052876,MHX,Manihiki Atoll (MHX),-10.378845340283426,-161.00066369544055,null
129056970,MHY,Morehead (MHY),-8.7,141.633333,null
129055114,MHZ,Mildenhall Arpt (MHZ),52.366667,0.483333,null
95673821,MIA,Miami International (MIA),25.7958723,-80.2870187,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
129053577,MIB,Minot AFB (MIB),48.41557,-101.35766,null
129056211,MIC,Minneapolis Crystal (MIC),45.061944,-93.353889,null
95673634,MID,Merida (MID),20.933333,-89.65,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
129052181,MIE,Muncie (MIE),40.239722,-85.394444,null
129056115,MIF,Monahans (MIF),31.6,-102.9,null
128667225,MIG,Mian Yang (MIG),31.431111,104.738056,null
129054004,MIH,Mitchell Plateau (MIH),-14.79167,125.82917,null
95673863,MII,Marilia (MII),-22.2,-49.933333,null
129057065,MIJ,Mili Island (MIJ),6.083333,171.75,null
129057969,MIK,Mikkeli (MIK),61.683889,27.213056,null
128668833,MIM,Merimbula (MIM),-36.908333,149.92,null
129052875,MIN,Minnipa (MIN),-32.833333,134.833333,null
129056969,MIO,Miami (MIO),36.908605,-94.887671,null
129054361,MIP,Mitspeh Ramon (MIP),30.6,34.8,null
129055113,MIQ,Omaha Millard (MIQ),41.199194,-96.11372,null
95673932,MIR,Monastir (MIR),35.756944,10.752778,null
128668685,MIS,Misima Island (MIS),-10.6892,152.838,null
129053576,MIT,Shafter (MIT),35.5,-119.266667,null
128668834,MIU,Maiduguri (MIU),11.844167,13.068056,null
129056210,MIV,Millville (MIV),39.4,-75.033333,null
129052180,MIW,Marshalltown (MIW),42.166667,-92.916667,null
129056114,MIX,Miriti (MIX),-6.25,-59,null
129054515,MIY,Mittiebah (MIY),-18.5,136.267,null
129057968,MIZ,Mainoru (MIZ),-14,134.1,null
129052182,MJA,Manja (MJA),-21.416667,44.316667,null
129054003,MJB,Mejit Island (MJB),10.283937142869986,170.86910918203967,null
129052148,MJC,Man (MJC),7.27207,-7.58736,null
128667781,MJD,Mohenjodaro (MJD),27.336389,68.141667,null
129057064,MJE,Majkin (MJE),8.1633777,168.171863,null
128668835,MJF,Mosjoen Kjaerstad (MJF),65.783997,13.214914,null
129052874,MJG,Mayajigua (MJG),21.758333,-79,null
129054007,MJH,Majma (MJH),25.833333,45.366667,null
129055550,MJI,Mitiga (MJI),32.897222,13.277778,null
129054516,MJJ,Moki (MJJ),-5.7,145.25,null
129054153,MJK,Monkey Mia (MJK),-25.896389,113.577222,null
129056968,MJL,Mouila (MJL),-1.817778,10.924167,null
129055579,MJM,Mbuji Mayi (MJM),-6.15,23.633334,null
128667560,MJN,Majunga (MJN),-15.665833,46.353056,null
129054360,MJO,Mount Etjo Lodge (MJO),-21.018333,16.469167,null
129055112,MJP,Manjimup (MJP),-34.233333,116.1,null
129053575,MJQ,Jackson (MJQ),43.616667,-95.016667,null
129056209,MJR,Miramar (MJR),-38.25,-57.833333,null
129052179,MJS,Maganja Da Costa (MJS),-25.35,32.216667,null
95673400,MJT,Mytilene (MJT),39.056111,26.599444,null
128667483,MJU,Mamuju (MJU),-2.67877,118.895,null
129056113,MJW,Mahenye (MJW),-21.233333,32.333333,null
129054514,MJX,Toms River (MJX),39.966667,-74.2,null
217946655,MJY,Motygino (MJY),58.18084696513411,94.737255943196,null
128667936,MJZ,Mirny (MJZ),62.533333,114.033334,null
129054002,MKA,Marianske Lazne (MKA),49.983333,12.716667,null
129057063,MKB,Mekambo (MKB),1.05,13.833333,null
95673787,MKC,Kansas City Downtown (MKC),39.124167,-94.591944,null
129052873,MKD,Chagni (MKD),11.033333,36.466667,null
95673687,MKE,Milwaukee General Mitchell (MKE),42.950278,-87.897222,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
95674292,MKG,Muskegon (MKG),43.170556,-86.2375,null
129056967,MKH,Mokhotlong (MKH),-29.166667,29.166667,null
129054359,MKI,M'Boki (MKI),5.316667,25.95,null
129055111,MKJ,Makoua (MKJ),-0.020278,15.576667,null
95673828,MKK,Hoolehua (MKK),21.152778,-157.1,null
128668836,MKL,Jackson (MKL),35.601389,-88.915278,null
95674036,MKM,Mukah (MKM),2.906944,112.079722,null
129053574,MKN,Malekolon (MKN),-4.016667,153.675,null
129056208,MKO,Muskogee Davis Field (MKO),35.660556,-95.366667,null
128668231,MKP,Makemo (MKP),-16.583949305009398,-143.6581299482732,null
128667104,MKQ,Merauke (MKQ),-8.516667,140.5,null
129053641,MKR,Meekatharra (MKR),-26.6,118.55,null
129052178,MKS,Mekane Selam (MKS),11.683333,38.15,null
129056112,MKT,Mankato Municipal (MKT),44.223611,-93.918333,null
129054513,MKU,Makokou (MKU),0.559167,12.861111,null
